latitude,longitude,plant_name,total_cap,plant_types_all,plant_caps_all,plant_type,renewable,state_long
43.023733,-91.174927,McGregor,2,petroleum,2,petroleum,false,Iowa
43.326083,-95.148339,Milford,6.5,petroleum,6.5,petroleum,false,Iowa
41.586026,-92.5228,Montezuma,9.4,"natural_gas,petroleum","3.9,5.5",natural_gas,false,Iowa
40.9742,-91.5622,Mt Pleasant,24,petroleum,24,petroleum,false,Iowa
41.3917,-91.0569,Muscatine Plant #1,230.7,coal,230.7,coal,false,Iowa
43.0689,-92.3201,New Hampton,24.1,"natural_gas,petroleum","13.5,10.6",natural_gas,false,Iowa
42.0372,-94.0462,Ogden,4,petroleum,4,petroleum,false,Iowa
43.279722,-92.810556,Osage,16.8,"natural_gas,petroleum,wind","3.1,13.2,0.5",natural_gas,false,Iowa
41.016346,-92.414873,Ottumwa City of,3.2,hydro,3.2,hydro,true,California
42.0661,-90.3911,Preston,3.2,"natural_gas,petroleum","1.8,1.4",natural_gas,false,Iowa
43.08713,-95.62596,Primghar,1.4,petroleum,1.4,petroleum,false,Nebraska
43.053,-92.959722,Rockford,2.9,petroleum,2.9,petroleum,false,Iowa
43.429444,-96.169166,Rock Rapids,2.5,petroleum,2.5,petroleum,false,Iowa
43.405,-95.7261,Sibley One,4.8,petroleum,4.8,petroleum,false,Iowa
43.144585,-95.144257,Spencer,17,petroleum,17,petroleum,false,Iowa
42.01667,-93.16333,State Center,6.3,"natural_gas,petroleum","2.5,3.8",natural_gas,false,Iowa
42.186076,-93.600479,Story City,13.5,petroleum,13.5,petroleum,false,Iowa
41.503889,-94.3172,Stuart,2.7,petroleum,2.7,petroleum,false,Iowa
42.8464,-92.0978,Sumner,5.5,petroleum,5.5,petroleum,false,Iowa
42.1926,-92.4636,Traer Main,3.7,petroleum,3.7,petroleum,false,Iowa
40.9556,-94.9758,Villisca Municipal Power Plant,4,petroleum,4,petroleum,false,Iowa
42.1697,-92.0222,Vinton,17.1,petroleum,17.1,petroleum,false,Iowa
42.471022,-93.81499,Webster City,20.7,petroleum,20.7,petroleum,false,Iowa
42.961151,-94.445574,West Bend,6.4,petroleum,6.4,petroleum,false,Iowa
41.569128,-91.26405,West Liberty,14.8,petroleum,14.8,petroleum,false,Iowa
43.064444,-94.421944,Whittemore,1.9,petroleum,1.9,petroleum,false,Iowa
41.587748,-91.019456,Wilton,9.1,petroleum,9.1,petroleum,false,Iowa
41.3215,-94.0219,Winterset,13.6,petroleum,13.6,petroleum,false,Iowa
41.1136,-94.3472,Summit Lake,75.4,natural_gas,75.4,natural_gas,false,Iowa
43.1606,-95.2569,Earl F Wisdom,113.5,"coal,natural_gas","37.5,76",coal,false,Iowa
39.7581,-101.5319,Bird City,4,petroleum,4,petroleum,false,Kansas
39.403001,-101.038202,Colby,13,natural_gas,13,natural_gas,false,Kansas
37.1611,-100.7619,Cimarron River,74.9,natural_gas,74.9,natural_gas,false,Kansas
37.7328,-99.9497,Fort Dodge,147.8,natural_gas,147.8,natural_gas,false,Kansas
38.41,-98.8689,Great Bend,100.6,natural_gas,100.6,natural_gas,false,California
37.072616,-94.698704,Riverton,284,"coal,natural_gas","92,192",coal,false,California
37.7903,-97.521667,Gordon Evans Energy Center,824,"natural_gas,petroleum","821,3",natural_gas,false,Kansas
38.3481,-94.6456,La Cygne,1415.3,coal,1415.3,coal,false,Kansas
37.5967,-97.413611,Murray Gill,293,natural_gas,293,natural_gas,false,Kansas
38.0906,-97.874722,Hutchinson Energy Center,399,"natural_gas,petroleum","334,65",natural_gas,false,Kansas
39.0072,-95.269167,Lawrence Energy Center,531,coal,531,coal,false,Kansas
39.0539,-95.568889,Tecumseh Energy Center,205,coal,205,coal,false,California
37.1517,-98.0311,Anthony,11.1,natural_gas,11.1,natural_gas,false,Kansas
37.193787,-99.763073,Ashland,4.2,"natural_gas,petroleum","1.3,2.9",natural_gas,false,Kansas
37.678454,-96.97193,Augusta Electric Plant No 1,9.5,"natural_gas,petroleum","8.5,1",natural_gas,false,Kansas
38.7897,-95.205,Baldwin City Plant No 1,4.3,petroleum,4.3,petroleum,false,Kansas
39.8081,-97.6505,Belleville,14.3,petroleum,14.3,petroleum,false,California
39.4578,-98.1122,Beloit,16.8,petroleum,16.8,petroleum,false,Kansas
38.7633,-95.8528,Burlingame,3.6,natural_gas,3.6,natural_gas,false,Kansas
38.1134,-95.4458,Burlington,11.4,"natural_gas,petroleum","9.4,2",natural_gas,false,California
37.6953,-95.4586,Chanute 2,46,natural_gas,46,natural_gas,false,Kansas
39.373966,-97.127211,Clay Center,29.7,natural_gas,29.7,natural_gas,false,Kansas
37.037344,-95.612689,Coffeyville,57,"natural_gas,petroleum","53,4",natural_gas,false,Kansas
39.394414,-101.058372,Colby City of,13.5,petroleum,13.5,petroleum,false,Kansas
38.355556,-98.5806,Ellinwood,6.9,petroleum,6.9,petroleum,false,Kansas
37.56681,-95.237499,Erie,3.9,petroleum,3.9,petroleum,false,Kansas
38.2858,-95.2594,Garnett Municipal,10.2,petroleum,10.2,petroleum,false,Kansas
37.507709,-94.839318,Girard,9.5,natural_gas,9.5,natural_gas,false,Kansas
39.341622,-101.705188,Goodland,16.1,"natural_gas,petroleum","15.4,0.7",natural_gas,false,Kansas
38.6728,-96.9411,Herington,1.5,petroleum,1.5,petroleum,false,Kansas
39.3781,-99.8239,Hill City,6.2,natural_gas,6.2,natural_gas,false,Kansas
38.5275,-98.7758,Hoisington,14.1,"natural_gas,petroleum","13,1.1",natural_gas,false,Kansas
39.4735,-95.73155,Holton,19.4,"natural_gas,petroleum","6,13.4",natural_gas,false,Kansas
37.923076,-95.425572,Iola,24.5,"natural_gas,petroleum","10,14.5",natural_gas,false,California
38.0853,-99.8989,Jetmore,5,petroleum,5,petroleum,false,Kansas
39.0867,-94.651389,Kaw,140.3,natural_gas,140.3,natural_gas,false,Kansas
39.1492,-94.6381,Quindaro,322,"coal,natural_gas,petroleum","207,13,102",coal,false,Kansas
37.38311,-98.070364,Kingman Municipal Power and Light Plant,18,natural_gas,18,natural_gas,false,California
38.531667,-99.308333,La Crosse,4.6,petroleum,4.6,petroleum,false,Kansas
38.179722,-99.1125,Larned,16,petroleum,16,petroleum,false,Kansas
39.0408,-98.1472,Lincoln,9.1,natural_gas,9.1,natural_gas,false,Kansas
38.363411,-97.68335,McPherson 2,156.1,"natural_gas,petroleum","104,52.1",natural_gas,false,Kansas
37.225,-100.3261,Meade,6.8,"natural_gas,petroleum","5.1,1.7",natural_gas,false,Kansas
39.1194,-97.7086,Minneapolis City of,8,"natural_gas,petroleum","6.2,1.8",natural_gas,false,Kansas
37.472448,-97.246749,Mulvane Power Plant,6.4,"natural_gas,petroleum","4.3,2.1",natural_gas,false,Kansas
39.8217,-100.5289,Oberlin,5.2,natural_gas,5.2,natural_gas,false,Kansas
38.6406,-95.8186,Osage City,11.5,"natural_gas,petroleum","10.1,1.4",natural_gas,false,Kansas
38.5042,-94.9775,Osawatomie City of,5.6,petroleum,5.6,petroleum,false,Kansas
39.441979,-98.690296,Osborne,6,"natural_gas,petroleum","1.7,4.3",natural_gas,false,Kansas
38.615579,-95.279742,Ottawa,26,natural_gas,26,natural_gas,false,Kansas
37.6359,-98.7433,Pratt,14.5,"natural_gas,petroleum","13,1.5",natural_gas,false,Kansas
38.893333,-98.856944,Russell Downtown,14.4,"natural_gas,petroleum","9.4,5",natural_gas,false,Kansas
39.904922,-95.803367,Sabetha Power Plant,18.7,"natural_gas,petroleum","4.1,14.6",natural_gas,false,Kansas
39.7736,-101.8122,St Francis,5.9,petroleum,5.9,petroleum,false,Kansas
38.0083,-98.7633,St John,5,petroleum,5,petroleum,false,Kansas
38.8917,-101.7481,Sharon Spring,2.9,natural_gas,2.9,natural_gas,false,Kansas
37.9553,-98.5928,Stafford,4.2,petroleum,4.2,petroleum,false,Kansas
38.2025,-98.1986,Sterling,8.3,petroleum,8.3,petroleum,false,Kansas
39.3772,-99.2947,Stockton,5.4,natural_gas,5.4,natural_gas,false,Kansas
39.1992,-96.3086,Wamego,11.6,natural_gas,11.6,natural_gas,false,Kansas
39.8189,-97.0556,Washington,7.4,petroleum,7.4,petroleum,false,Kansas
37.261372,-97.4057,Wellington 1,23.5,"natural_gas,petroleum","19.5,4",natural_gas,false,Kansas
37.2354,-97.011,West 14th Street,11.1,natural_gas,11.1,natural_gas,false,Kansas
37.9703,-100.8956,Garden City,222,natural_gas,222,natural_gas,false,Kansas
38.1707,-82.6176,Big Sandy,1060,coal,1060,coal,false,Kentucky
37.7864,-84.7028,Dix Dam,31.5,hydro,31.5,hydro,true,Kentucky
37.78831,-84.71257,E W Brown,1496,"coal,natural_gas","684,812",coal,false,Kentucky
38.7497,-85.035,Ghent,1932,coal,1932,coal,false,California
37.3636,-87.1214,Green River,163,coal,163,coal,false,Kentucky
38.0794,-84.5194,Haefling,24,natural_gas,24,natural_gas,false,Kentucky
37.8297,-84.7247,Mother Ann Lee,2.1,hydro,2.1,hydro,true,California
38.1831,-85.8892,Cane Run,577,"coal,natural_gas","563,14",coal,false,Kentucky
38.0525,-85.9103,Mill Creek,1472,coal,1472,coal,false,Kentucky
38.2832,-85.7792,Ohio Falls,56,hydro,56,hydro,true,Kentucky
38.223592,-85.841704,Paddys Run,182,natural_gas,182,natural_gas,false,Kentucky
38.280278,-85.702331,Zorn,14,natural_gas,14,natural_gas,false,Rhode Island
37.0217,-88.2211,Barkley,148,hydro,148,hydro,true,California
37.7942,-87.0608,Elmer Smith,398.7,coal,398.7,coal,false,Kentucky
38.2049,-84.2383,Paris,11.9,petroleum,11.9,petroleum,false,South Carolina
37.0131,-88.2692,Kentucky Dam,222.5,hydro,222.5,hydro,true,Kentucky
37.2608,-86.9783,Paradise,2201,coal,2201,coal,false,Kentucky
37.1517,-88.775,Shawnee,1330,coal,1330,coal,false,Maine
36.8691,-85.147,Wolf Creek,312,hydro,312,hydro,true,Kentucky
37.9631,-86.7911,Kenneth C Coleman,443,coal,443,coal,false,Kentucky
37.6469,-87.5028,HMP&L Station Two Henderson,312,coal,312,coal,false,Kentucky
37.6461,-87.5019,Robert A Reid,123,"coal,petroleum","65,58",coal,false,Kentucky
36.9981,-84.5919,Cooper,341,coal,341,coal,false,Kentucky
37.8806,-84.2619,Dale,195,coal,195,coal,false,Kentucky
30.4922,-91.1864,Louisiana 1,382.4,natural_gas,382.4,natural_gas,false,California
30.4922,-91.1864,Louisiana 2,138,natural_gas,138,natural_gas,false,California
30.2844,-93.2911,R S Nelson,1309,"coal,natural_gas,petroleum","540,556,213",coal,false,Louisiana
30.2743,-91.1164,Willow Glen,1752,natural_gas,1752,natural_gas,false,Louisiana
30.8439,-92.261111,Coughlin Power Station,732,natural_gas,732,natural_gas,false,Louisiana
29.822222,-91.5425,Teche,380,natural_gas,380,natural_gas,false,Colorado
29.359145,-89.537264,Buras,12,natural_gas,12,natural_gas,false,Louisiana
30.005067,-90.461694,Little Gypsy,1169.3,natural_gas,1169.3,natural_gas,false,Louisiana
29.9472,-90.1458,Nine Mile Point,1519.2,natural_gas,1519.2,natural_gas,false,Louisiana
32.7047,-92.0792,Sterlington,174,natural_gas,174,natural_gas,false,Louisiana
30.0081,-89.9372,Michoud,781.2,natural_gas,781.2,natural_gas,false,Pennsylvania
32.5181,-93.7611,Arsenal Hill,116,natural_gas,116,natural_gas,false,Louisiana
32.7047,-93.9597,Lieberman,268,natural_gas,268,natural_gas,false,Louisiana
29.822222,-91.5425,Franklin,8,natural_gas,8,natural_gas,false,Colorado
29.5806,-90.7225,Houma,72.1,natural_gas,72.1,natural_gas,false,Louisiana
30.238038,-92.046264,Louis Doc Bonin,256,natural_gas,256,natural_gas,false,Louisiana
32.604639,-93.294355,Minden,33.9,"natural_gas,petroleum","25,8.9",natural_gas,false,Louisiana
29.691436,-91.188492,Morgan City,51,natural_gas,51,natural_gas,false,Louisiana
30.726111,-91.368333,New Roads,7,natural_gas,7,natural_gas,false,Louisiana
30.273333,-91.2567,Plaquemine,37.9,natural_gas,37.9,natural_gas,false,Louisiana
30.2044,-92.2486,Rayne,7,petroleum,7,petroleum,false,Louisiana
30.6739,-91.3556,Big Cajun 1,430,natural_gas,430,natural_gas,false,Rhode Island
44.3817,-68.2869,Bar Harbor,8,petroleum,8,petroleum,false,Maine
44.9136,-67.0033,Eastport,3.4,petroleum,3.4,petroleum,false,Maine
44.5442,-68.4306,Ellsworth Hydro Station,9.3,hydro,9.3,hydro,true,Maine
45.2386,-68.6572,Howland Hydro Station,1.8,hydro,1.8,hydro,true,California
45.6078,-68.5444,Medway,8,petroleum,8,petroleum,false,Maine
44.942064,-68.64504,Milford Hydro Station,7.8,hydro,7.8,hydro,true,Maine
44.9094,-68.6833,Stillwater Hydro Station,2.1,hydro,2.1,hydro,true,Maine
44.135332,-70.201499,Androscoggin 3,3.4,hydro,3.4,hydro,true,Maine
43.6136,-70.5525,Bar Mills,4,hydro,4,hydro,true,Maine
43.687688,-70.611553,Bonny Eagle,9,hydro,9,hydro,true,Maine
43.920486,-69.967819,Brunswick,20,hydro,20,hydro,true,Maine
43.6436,-70.2544,Cape Gas Turbine,32,petroleum,32,petroleum,false,California
43.4956,-70.4472,Cataract,8,hydro,8,hydro,true,Maine
44.092001,-70.221923,Continental Mills,1.4,hydro,1.4,hydro,true,Maine
44.134572,-70.203715,Deer Rips,6.2,hydro,6.2,hydro,true,Maine
44.152854,-70.209378,Gulf Island,23.2,hydro,23.2,hydro,true,California
45.4592,-69.8658,Harris,87.4,hydro,87.4,hydro,true,Maine
43.8525,-70.7969,Hiram,11.6,hydro,11.6,hydro,true,Maine
44.548544,-69.710404,Messalonskee 2 (Oakland),2.8,hydro,2.8,hydro,true,Maine
44.569872,-69.681841,Messalonskee 3,1.6,hydro,1.6,hydro,true,Maine
44.534397,-69.652232,Messalonskee 5,1.8,hydro,1.8,hydro,true,Rhode Island
43.802517,-70.44992,North Gorham,2,hydro,2,hydro,true,Maine
44.629517,-69.583527,Shawmut,9.2,hydro,9.2,hydro,true,Maine
43.5708,-70.5583,Skelton,19.8,hydro,19.8,hydro,true,Maine
43.7508,-70.1567,William F Wyman,821.6,petroleum,821.6,petroleum,false,Maine
43.66687,-70.602125,West Buxton,7.7,hydro,7.7,hydro,true,Maine
44.763875,-69.71828,Weston,13.2,hydro,13.2,hydro,true,Maine
44.9589,-69.8703,Williams,14.9,hydro,14.9,hydro,true,Maine
45.0703,-69.9064,Wyman Hydro,83,hydro,83,hydro,true,Maine
46.848,-68.0026,Caribou Generation Station,30.8,"petroleum,hydro","30,0.8",petroleum,false,Maine
46.71,-67.9556,Flos Inn Diesel,4.2,petroleum,4.2,petroleum,false,Maine
46.556477,-68.325538,Squa Pan Hydro Station,1.4,hydro,1.4,hydro,true,Maine
39.323604,-76.365119,C P Crane,399,"coal,petroleum","385,14",coal,false,Maryland
39.2663,-76.6047,Gould Street,97,natural_gas,97,natural_gas,false,Maryland
39.1781,-76.5268,Herbert A Wagner,975.9,"coal,natural_gas,petroleum","440,126,409.9",coal,false,Maryland
39.4217,-76.5087,Notch Cliff,116.7,natural_gas,116.7,natural_gas,false,Maryland
39.442836,-76.221761,Perryman,353.6,"natural_gas,petroleum","147.6,206",natural_gas,false,Maryland
39.2986,-76.5636,Philadelphia,60.9,petroleum,60.9,petroleum,false,Maryland
39.2369,-76.5133,Riverside,113,"natural_gas,petroleum","74,39",natural_gas,false,California
39.2719,-76.6186,Westport,115.8,natural_gas,115.8,natural_gas,false,Maryland
37.9833,-75.8333,Crisfield,10.4,petroleum,10.4,petroleum,false,Maryland
38.4878,-75.8208,Vienna Operations,168.9,petroleum,168.9,petroleum,false,Maryland
39.523,-79.413,Deep Creek,18,hydro,18,hydro,true,Maryland
38.5444,-76.6861,Chalk Point LLC,2248,"coal,petroleum","667,1581",coal,false,Maryland
39.2097,-77.4644,Dickerson,849,"coal,natural_gas,petroleum","537,294,18",coal,false,Massachusetts
38.3592,-76.9767,Morgantown Generating Plant,1423,"coal,petroleum","1205,218",coal,false,Maryland
39.6572,-76.1752,Conowingo,572,hydro,572,hydro,true,Maryland
38.7786,-76.0769,Easton,31.9,petroleum,31.9,petroleum,false,Maryland
42.2672,-71.3983,Exelon Framingham LLC,31.4,petroleum,31.4,petroleum,false,Massachusetts
42.3392,-71.0353,Exelon L Street,16,petroleum,16,petroleum,false,Massachusetts
42.3908,-71.0675,Mystic Generating Station,2001.9,"natural_gas,petroleum","1992.8,9.1",natural_gas,false,Massachusetts
41.9438,-70.578,Pilgrim Nuclear Power Station,677.3,nuclear,677.3,nuclear,false,Massachusetts
42.140028,-71.446441,Exelon Medway LLC,123.8,petroleum,123.8,petroleum,false,Massachusetts
42.3633,-71.0792,Kendall Square Station,225.7,"natural_gas,petroleum","208.5,17.2",natural_gas,false,Massachusetts
41.4508,-70.5547,Oak Bluffs Diesel Generating Facility,8.4,petroleum,8.4,petroleum,false,Massachusetts
41.7694,-70.5097,Canal,1113,petroleum,1113,petroleum,false,Massachusetts
42.2086,-72.6014,Boatlock,3.1,hydro,3.1,hydro,true,Massachusetts
42.1919,-72.6097,Chemical,1.6,hydro,1.6,hydro,true,Massachusetts
42.2119,-72.6036,Hadley Falls,30.3,hydro,30.3,hydro,true,Massachusetts
42.2806,-72.6055,Mount Tom,143.6,coal,143.6,coal,false,Massachusetts
42.200592,-72.594432,Riverside,6.9,hydro,6.9,hydro,true,Massachusetts
41.2583,-70.0517,Nantucket,5.2,petroleum,5.2,petroleum,false,Massachusetts
41.7103,-71.1931,Brayton Point,1518.5,"coal,petroleum","1083.5,435",coal,false,Massachusetts
42.69118,-72.9561,Deerfield 5,13.9,hydro,13.9,hydro,true,Massachusetts
42.5875,-72.5793,Cabot,61.8,hydro,61.8,hydro,true,Massachusetts
42.117112,-72.864663,Cobble Mountain,32.6,hydro,32.6,hydro,true,Massachusetts
42.4433,-73.2058,Doreen,16.6,petroleum,16.6,petroleum,false,Massachusetts
42.5914,-72.7308,Gardners Falls,3.8,hydro,3.8,hydro,true,Massachusetts
42.157896,-72.48643,Putts Bridge,3.6,hydro,3.6,hydro,true,Massachusetts
42.176047,-72.409521,Redbridge,4,hydro,4,hydro,true,Massachusetts
42.095,-72.595,NAEA Energy Massachusetts LLC,193.9,"natural_gas,petroleum","75.5,118.4",natural_gas,false,California
42.336215,-73.235486,Woodland Road,16.7,petroleum,16.7,petroleum,false,Massachusetts
42.235,-70.9672,Potter Station 2,185.6,"natural_gas,petroleum","183.3,2.3",natural_gas,false,Massachusetts
42.6986,-70.8697,High Street Station,12.3,"natural_gas,petroleum","8.6,3.7",natural_gas,false,Massachusetts
42.542949,-70.928314,Waters River,46.6,natural_gas,46.6,natural_gas,false,Massachusetts
41.8653,-71.1061,Cleary Flood,133.5,petroleum,133.5,petroleum,false,Massachusetts
44.561961,-83.804505,Alcona,8,hydro,8,hydro,true,Michigan
42.563803,-85.953976,Allegan Dam,2.5,hydro,2.5,hydro,true,Michigan
43.258768,-86.242268,B C Cobb,494,"coal,natural_gas","307,187",coal,false,Michigan
42.280222,-85.492548,B E Morrow,24,natural_gas,24,natural_gas,false,Michigan
44.259135,-85.939565,C W Tippy,21,hydro,21,hydro,true,Michigan
44.472624,-83.571947,Cooke,7.5,hydro,7.5,hydro,true,Michigan
43.437322,-85.664462,Croton,8.4,hydro,8.4,hydro,true,Michigan
43.644996,-83.840074,Dan E Karn,1714,"coal,natural_gas","510,1204",coal,false,Michigan
44.455518,-83.676274,Five Channels,6.4,hydro,6.4,hydro,true,Michigan
44.435381,-83.440722,Foote,9.9,hydro,9.9,hydro,true,California
45.0306,-84.7039,Gaylord,33,natural_gas,33,natural_gas,false,Michigan
43.486618,-85.629866,Hardy,33.1,hydro,33.1,hydro,true,Michigan
44.36286,-85.819968,Hodenpyl,18.4,hydro,18.4,hydro,true,Michigan
42.910296,-86.20074,J H Campbell,1429,"coal,petroleum","1416,13",coal,false,Michigan
44.4631,-83.7208,Loud,4.4,hydro,4.4,hydro,true,Michigan
43.8942,-86.4447,Ludington,1872,pumped_storage,1872,pumped_storage,false,Michigan
44.661114,-84.131691,Mio,4.2,hydro,4.2,hydro,true,Michigan
42.323,-86.3146,Palisades,782.2,nuclear,782.2,nuclear,false,Michigan
43.613001,-85.479469,Rogers,6,hydro,6,hydro,true,Michigan
45.766859,-84.756601,Straits,10,natural_gas,10,natural_gas,false,Michigan
43.156746,-83.628589,Thetford,114,natural_gas,114,natural_gas,false,California
43.639927,-83.844712,J C Weadock,322,"coal,natural_gas","309,13",coal,false,Michigan
42.9528,-84.9025,Webber,3.3,hydro,3.3,hydro,true,Michigan
41.792114,-83.44948,J R Whiting,330,"coal,petroleum","317,13",coal,false,California
42.658653,-84.095181,Colfax,12,petroleum,12,petroleum,false,Michigan
42.2947,-83.1019,Delray,120,natural_gas,120,natural_gas,false,Michigan
41.9631,-83.2581,Fermi,1133,"petroleum,nuclear","48,1085",petroleum,false,Michigan
42.5497,-83.4425,Hancock,124,natural_gas,124,natural_gas,false,Michigan
41.8906,-83.3464,Monroe,2944,"coal,petroleum","2930,14",coal,false,Michigan
42.45,-83.0381,Northeast,102,"natural_gas,petroleum","51,51",natural_gas,false,Michigan
43.8264,-83.2383,Oliver,11.5,petroleum,11.5,petroleum,false,Michigan
42.7106,-83.4569,Placid 12,12,petroleum,12,petroleum,false,Michigan
42.7108,-83.4561,Putnam,11.5,petroleum,11.5,petroleum,false,Michigan
42.2739,-83.1119,River Rouge,770.6,"coal,natural_gas,petroleum","527,234,9.6",coal,false,Michigan
42.1225,-83.185,Slocum,11.6,petroleum,11.6,petroleum,false,Michigan
42.7642,-82.4719,St Clair,1396.8,"coal,petroleum","1374,22.8",coal,false,Rhode Island
42.2639,-83.6422,Superior,44,petroleum,44,petroleum,false,Michigan
42.1217,-83.1808,Trenton Channel,713,coal,713,coal,false,Michigan
43.4566,-83.1889,Wilmot,11.5,petroleum,11.5,petroleum,false,Michigan
45.955014,-86.256291,Manistique,4.8,petroleum,4.8,petroleum,false,Michigan
46.5162,-84.3729,Edison Sault,29.2,hydro,29.2,hydro,true,California
41.9439,-86.3289,Berrien Springs,3.1,hydro,3.1,hydro,true,Michigan
41.84,-86.3524,Buchanan,2.3,hydro,2.3,hydro,true,Michigan
46.5392,-90.3742,Saxon Falls,1,hydro,1,hydro,true,California
46.564601,-90.416147,Superior Falls,1,hydro,1,hydro,true,Michigan
41.8436,-85.6694,Constantine,0.5,hydro,0.5,hydro,true,Michigan
41.8056,-85.7505,Mottville,0.6,hydro,0.6,hydro,true,Michigan
46.5789,-87.395,Presque Isle,344,coal,344,coal,false,Michigan
45.771667,-87.063922,Escanaba,38.5,"coal,petroleum","26,12.5",coal,false,Michigan
46.7553,-88.4558,John H Warden,17.7,wood,17.7,wood,true,Michigan
46.7261,-88.6625,Prickett,0.8,hydro,0.8,hydro,true,Michigan
46.6964,-89.2089,Victoria,10.2,hydro,10.2,hydro,true,Michigan
45.9472,-88.2189,Brule,1.6,hydro,1.6,hydro,true,Wisconsin
45.5136,-87.8011,Chalk Hill,2.8,hydro,2.8,hydro,true,Michigan
46.1311,-88.225,Hemlock Falls,0.6,hydro,0.6,hydro,true,Michigan
45.807956,-88.125121,Kingsford,2.8,hydro,2.8,hydro,true,Michigan
45.9553,-88.1958,Michigamme Falls,2.6,hydro,2.6,hydro,true,Michigan
45.990781,-88.210514,Peavy Falls,10.2,hydro,10.2,hydro,true,Michigan
45.8719,-88.0694,Twin Falls,3.4,hydro,3.4,hydro,true,Michigan
46.1592,-88.2353,Way Dam,0.1,hydro,0.1,hydro,true,Michigan
45.482084,-87.802178,White Rapids,2.6,hydro,2.6,hydro,true,Michigan
45.3547,-87.6494,Grand Rapids,4.8,hydro,4.8,hydro,true,California
42.0725,-83.9714,Clinton,3,"natural_gas,petroleum","2,1",natural_gas,false,Michigan
41.932216,-84.99545,Coldwater,8.5,"natural_gas,petroleum","6,2.5",natural_gas,false,Michigan
46.106278,-88.334531,Crystal Falls,1,hydro,1,hydro,true,Michigan
43.0706,-86.235,J B Sims,66.3,coal,66.3,coal,false,California
43.1006,-86.41,Grand Haven Diesel Plant,21.8,"natural_gas,petroleum","11.2,10.6",natural_gas,false,Michigan
43.7067,-86.4367,Hart,5.1,"natural_gas,petroleum","1.4,3.7",natural_gas,false,Michigan
41.9061,-84.6319,Hillsdale,19.6,"natural_gas,petroleum","17.7,1.9",natural_gas,false,Michigan
42.7956,-86.1133,James De Young,58,coal,58,coal,false,Michigan
42.71839,-84.55808,Eckert Station,285,coal,285,coal,false,California
42.692222,-84.657222,Erickson Station,154.5,coal,154.5,coal,false,Michigan
46.575965,-87.403579,Plant Four,20,petroleum,20,petroleum,false,Michigan
46.571639,-87.410455,James R Smith,3.2,hydro,3.2,hydro,true,Michigan
46.530598,-87.392206,Shiras,72.1,coal,72.1,coal,false,California
42.2717,-84.9411,Marshall,10.7,"natural_gas,petroleum,hydro","9.8,0.7,0.2",natural_gas,false,Michigan
46.5933,-85.8183,Newberry,4.5,petroleum,4.5,petroleum,false,Michigan
45.7889,-87.9058,Norway,5.9,hydro,5.9,hydro,true,Michigan
42.8644,-84.9031,Frank Jenkins,3.5,petroleum,3.5,petroleum,false,Michigan
43.4019,-84.6014,St Louis,6.9,"petroleum,hydro","6.5,0.4",petroleum,false,Michigan
43.7289,-83.4367,Main Street,5.6,"natural_gas,petroleum","4.8,0.8",natural_gas,false,Michigan
41.7992,-85.4256,Sturgis City  Diesel Plant,6,natural_gas,6,natural_gas,false,Michigan
41.9711,-85.5381,Hydro Plant,2.2,hydro,2.2,hydro,true,Michigan
46.50625,-84.349267,Saint Marys Falls,20.3,hydro,20.3,hydro,true,Michigan
42.2081,-83.1453,Wyandotte,77.4,"coal,natural_gas,petroleum","42.5,29.5,5.4",coal,false,Michigan
42.8067,-86.0558,Zeeland,24,natural_gas,24,natural_gas,false,Michigan
46.3292,-84.3847,Dafter,6.8,petroleum,6.8,petroleum,false,Michigan
45.391984,-84.333257,Kleber,1.8,hydro,1.8,hydro,true,Michigan
45.36282,-84.29497,Tower,19.3,petroleum,19.3,petroleum,false,Michigan
43.4878,-83.3881,Caro,8.5,petroleum,8.5,petroleum,false,Michigan
43.6806,-82.9478,Ubly,12.3,"natural_gas,petroleum","1.5,10.8",natural_gas,false,Michigan
43.8393,-85.426,George Johnson,49.7,"natural_gas,petroleum","48.7,1",natural_gas,false,Michigan
42.731,-85.8551,Claude Vandyke,39.5,natural_gas,39.5,natural_gas,false,Michigan
43.4016,-84.9141,Vestaburg,24.5,"natural_gas,petroleum","18.5,6",natural_gas,false,Michigan
43.6728,-94.7075,Fox Lake,91.9,natural_gas,91.9,natural_gas,false,Minnesota
43.528874,-96.364722,Hills,4,petroleum,4,petroleum,false,Minnesota
47.5306,-92.1619,Syl Laskin,88.9,coal,88.9,coal,false,Minnesota
45.8614,-94.3592,Blanchard,10.7,hydro,10.7,hydro,true,Minnesota
47.2611,-93.6528,Clay Boswell,965.5,"coal,petroleum","964.7,0.8",coal,false,California
46.666768,-92.293897,Fond Du Lac,12,hydro,12,hydro,true,Minnesota
46.726627,-92.448619,Knife Falls,2.4,hydro,2.4,hydro,true,Minnesota
45.975013,-94.369094,Little Falls,4.4,hydro,4.4,hydro,true,California
46.735331,-92.151711,M L Hibbard,58,wood,58,wood,true,Massachusetts
46.316033,-94.484944,Pillager,1.4,hydro,1.4,hydro,true,California
46.709126,-92.421733,Scanlon,1.6,hydro,1.6,hydro,true,Minnesota
46.305,-94.3775,Sylvan,1.8,hydro,1.8,hydro,true,California
46.655,-92.3333,Thomson,72.6,hydro,72.6,hydro,true,Minnesota
47.9344,-91.7639,Winton,4,hydro,4,hydro,true,Minnesota
